委托单位编码,委托单位名称,单据编号,单据类型,交易类型,币种,金额,优先级,超期状态,单据日期,任务类型,工作组,处理人,作业状态,入池时间,入组时间,提取时间,通过时间,是否全电发票,收单状态,实物状态,共享中心,服务目录,自动审批状态,任务量
A06,示例集团·己公司,AP-2026-000791,应付发票,应付确认单（物料类）,人民币,403626.98,,--,2026-02-01,FSSC审核岗,应付成本组,审核员06,审核通过,2026-06-20 12:31:52,2026-06-20 12:32:35,2026-06-20 12:40:09,2026-06-20 16:17:35,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A02,示例集团·乙公司,AP-2026-000792,应付发票,应付付款单（差旅费）,人民币,29285.02,,--,2026-03-10,FSSC审核岗,应付成本组,审核员04,审核通过,2026-01-25 10:31:21,2026-01-25 10:33:16,2026-01-25 10:32:36,2026-01-25 13:12:16,,--,,示例集团财务共享中心（本部）,应付付款单（差旅费）,非自动审批,1
A02,示例集团·乙公司,AP-2026-000792,应付发票,应付付款单（差旅费）,人民币,257681.33,,--,2026-03-10,FSSC审核岗,应付成本组,审核员04,审核通过,2026-01-25 10:31:21,2026-01-25 10:33:16,2026-01-25 10:40:03,2026-01-25 13:46:16,,--,,示例集团财务共享中心（本部）,应付付款单（差旅费）,非自动审批,1
A01,示例集团·甲公司,AP-2026-000793,通用报销单,应付确认单（物料类）,人民币,27906.04,,--,2026-02-22,FSSC审核岗,应付成本组,审核员03,审核通过,2026-06-07 20:07:03,2026-06-07 20:07:31,2026-06-07 20:09:24,2026-06-07 23:08:31,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A15,示例集团·子公司戊,AP-2026-000794,应付发票,应付确认单（物料类）,人民币,27570.99,,--,2026-01-11,FSSC审核岗,应付成本组,审核员05,审核通过,2026-01-13 20:11:05,2026-01-13 20:12:24,2026-01-13 20:12:41,2026-01-14 00:11:24,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A15,示例集团·子公司戊,AP-2026-000794,应付发票,应付确认单（物料类）,人民币,162731.79,,--,2026-01-11,FSSC审核岗,应付成本组,审核员05,审核通过,2026-01-13 20:11:05,2026-01-13 20:12:24,2026-01-13 20:21:02,2026-01-13 23:31:24,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A15,示例集团·子公司戊,AP-2026-000794,应付发票,应付确认单（物料类）,人民币,459630.2,,--,2026-01-11,FSSC审核岗,应付成本组,审核员05,审核通过,2026-01-13 20:11:05,2026-01-13 20:12:24,2026-01-13 20:19:02,2026-01-14 00:25:24,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A10,示例集团·癸公司,AP-2026-000795,应付发票,其他专项付款单,人民币,32289.54,,--,2026-06-16,FSSC审核岗,应付成本组,审核员07,审核通过,2026-06-10 13:47:16,2026-06-10 13:48:52,2026-06-10 13:48:08,2026-06-10 15:45:52,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A01,示例集团·甲公司,AP-2026-000796,应付发票,应付付款单（服务费）,人民币,35921.8,,--,2026-03-05,FSSC审核岗,应付成本组,审核员05,审核通过,2026-01-01 19:12:56,2026-01-01 19:14:28,2026-01-01 19:13:45,2026-01-01 20:56:28,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A03,示例集团·丙公司,AP-2026-000797,应付发票,应付确认单（物料类）,人民币,91279.97,,--,2026-06-07,FSSC审核岗,应付成本组,审核员02,审核通过,2026-04-28 12:06:20,2026-04-28 12:06:41,2026-04-28 12:10:48,2026-04-28 14:11:41,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A03,示例集团·丙公司,AP-2026-000797,应付发票,应付确认单（物料类）,人民币,17127.03,,--,2026-06-07,FSSC审核岗,应付成本组,审核员02,审核通过,2026-04-28 12:06:20,2026-04-28 12:06:41,2026-04-28 12:12:19,2026-04-28 15:05:41,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A03,示例集团·丙公司,AP-2026-000797,应付发票,应付确认单（物料类）,人民币,535831.24,,--,2026-06-07,FSSC审核岗,应付成本组,审核员02,审核通过,2026-04-28 12:06:20,2026-04-28 12:06:41,2026-04-28 12:15:03,2026-04-28 14:23:41,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A08,示例集团·辛公司,AP-2026-000798,通用报销单,其他专项付款单,人民币,16899.28,,--,2026-01-09,FSSC审核岗,应付成本组,审核员04,审核通过,2026-04-02 09:04:02,2026-04-02 09:04:38,2026-04-02 09:11:59,2026-04-02 13:09:38,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A03,示例集团·丙公司,AP-2026-000799,通用报销单,应付付款单（差旅费）,人民币,24674.58,,--,2026-03-05,FSSC审核岗,应付成本组,审核员03,审核通过,2026-03-19 11:35:34,2026-03-19 11:36:06,2026-03-19 11:37:40,2026-03-19 14:09:06,,--,,示例集团财务共享中心（本部）,应付付款单（差旅费）,非自动审批,1
A03,示例集团·丙公司,AP-2026-000799,通用报销单,应付付款单（差旅费）,人民币,710791.7,,--,2026-03-05,FSSC审核岗,应付成本组,审核员03,审核通过,2026-03-19 11:35:34,2026-03-19 11:36:06,2026-03-19 11:45:12,2026-03-19 14:56:06,,--,,示例集团财务共享中心（本部）,应付付款单（差旅费）,非自动审批,1
A08,示例集团·辛公司,AP-2026-000800,通用报销单,通用报销单（费用报销）,人民币,80855.9,,--,2026-05-28,FSSC审核岗,应付成本组,审核员06,审核通过,2026-04-24 13:55:21,2026-04-24 13:57:00,2026-04-24 14:02:23,2026-04-24 17:32:00,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A08,示例集团·辛公司,AP-2026-000800,通用报销单,通用报销单（费用报销）,人民币,909833.41,,--,2026-05-28,FSSC审核岗,应付成本组,审核员06,审核通过,2026-04-24 13:55:21,2026-04-24 13:57:00,2026-04-24 14:00:50,2026-04-24 17:26:00,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A04,示例集团·丁公司,AP-2026-000801,应付发票,其他专项付款单,人民币,44046.95,,--,2026-05-09,FSSC审核岗,应付成本组,审核员07,审核通过,2026-01-01 10:08:08,2026-01-01 10:09:03,2026-01-01 10:10:07,2026-01-01 12:36:03,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A04,示例集团·丁公司,AP-2026-000802,通用报销单,通用报销单（费用报销）,人民币,2037687.91,,--,2026-04-17,FSSC审核岗,应付成本组,审核员07,审核通过,2026-01-18 15:18:58,2026-01-18 15:20:20,2026-01-18 15:27:50,2026-01-18 16:21:20,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A04,示例集团·丁公司,AP-2026-000802,通用报销单,通用报销单（费用报销）,人民币,141762.72,,--,2026-04-17,FSSC审核岗,应付成本组,审核员07,审核通过,2026-01-18 15:18:58,2026-01-18 15:20:20,2026-01-18 15:22:25,2026-01-18 17:35:20,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A11,示例集团·子公司甲,AP-2026-000803,付款单,应付付款单（材料采购）,人民币,20880.89,,--,2026-01-15,FSSC审核岗,应付成本组,审核员01,审核通过,2026-06-25 09:50:11,2026-06-25 09:51:56,2026-06-25 09:55:54,2026-06-25 11:33:56,,--,,示例集团财务共享中心（本部）,应付付款单（材料采购）,非自动审批,1
A11,示例集团·子公司甲,AP-2026-000803,付款单,应付付款单（材料采购）,人民币,20435.47,,--,2026-01-15,FSSC审核岗,应付成本组,审核员01,审核通过,2026-06-25 09:50:11,2026-06-25 09:51:56,2026-06-25 09:57:01,2026-06-25 12:35:56,,--,,示例集团财务共享中心（本部）,应付付款单（材料采购）,非自动审批,1
A11,示例集团·子公司甲,AP-2026-000803,付款单,应付付款单（材料采购）,人民币,7784.65,,--,2026-01-15,FSSC审核岗,应付成本组,审核员01,审核通过,2026-06-25 09:50:11,2026-06-25 09:51:56,2026-06-25 09:52:44,2026-06-25 11:07:56,,--,,示例集团财务共享中心（本部）,应付付款单（材料采购）,非自动审批,1
A07,示例集团·庚公司,AP-2026-000804,应付发票,其他专项付款单,人民币,9073.01,,--,2026-03-23,FSSC审核岗,应付成本组,审核员04,审核驳回,2026-02-01 14:36:19,2026-02-01 14:37:39,2026-02-01 14:41:42,--,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A07,示例集团·庚公司,AP-2026-000804,应付发票,其他专项付款单,人民币,23781.32,,--,2026-03-23,FSSC审核岗,应付成本组,审核员04,审核驳回,2026-02-01 14:36:19,2026-02-01 14:37:39,2026-02-01 14:39:44,--,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A06,示例集团·己公司,AP-2026-000805,应付发票,应付付款单（服务费）,人民币,14939.47,,--,2026-01-27,FSSC审核岗,应付成本组,审核员02,审核通过,2026-02-23 17:10:02,2026-02-23 17:10:21,2026-02-23 17:13:19,2026-02-23 19:01:21,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A06,示例集团·己公司,AP-2026-000805,应付发票,应付付款单（服务费）,人民币,1621.16,,--,2026-01-27,FSSC审核岗,应付成本组,审核员02,审核通过,2026-02-23 17:10:02,2026-02-23 17:10:21,2026-02-23 17:11:35,2026-02-23 19:30:21,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A06,示例集团·己公司,AP-2026-000805,应付发票,应付付款单（服务费）,人民币,194488.71,,--,2026-01-27,FSSC审核岗,应付成本组,审核员02,审核通过,2026-02-23 17:10:02,2026-02-23 17:10:21,2026-02-23 17:19:49,2026-02-23 18:44:21,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A10,示例集团·癸公司,AP-2026-000806,应付发票,应付付款单（材料采购）,人民币,177277.72,,--,2026-05-11,FSSC审核岗,应付成本组,审核员07,审核通过,2026-06-22 11:12:30,2026-06-22 11:13:25,2026-06-22 11:16:33,2026-06-22 13:30:25,,--,,示例集团财务共享中心（本部）,应付付款单（材料采购）,非自动审批,1
A10,示例集团·癸公司,AP-2026-000806,应付发票,应付付款单（材料采购）,人民币,92201.13,,--,2026-05-11,FSSC审核岗,应付成本组,审核员07,审核通过,2026-06-22 11:12:30,2026-06-22 11:13:25,2026-06-22 11:18:01,2026-06-22 14:12:25,,--,,示例集团财务共享中心（本部）,应付付款单（材料采购）,非自动审批,1
A01,示例集团·甲公司,AP-2026-000807,付款单,其他专项付款单,人民币,12222.66,,--,2026-02-28,FSSC审核岗,应付成本组,审核员01,审核通过,2026-03-07 14:03:57,2026-03-07 14:04:49,2026-03-07 14:04:15,2026-03-07 15:13:49,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A01,示例集团·甲公司,AP-2026-000807,付款单,其他专项付款单,人民币,600494.61,,--,2026-02-28,FSSC审核岗,应付成本组,审核员01,审核通过,2026-03-07 14:03:57,2026-03-07 14:04:49,2026-03-07 14:05:02,2026-03-07 16:30:49,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A15,示例集团·子公司戊,AP-2026-000808,应付发票,其他专项付款单,人民币,46656.37,,--,2026-02-25,FSSC审核岗,应付成本组,审核员01,审核通过,2026-05-24 17:23:08,2026-05-24 17:24:02,2026-05-24 17:24:34,2026-05-24 19:52:02,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A15,示例集团·子公司戊,AP-2026-000808,应付发票,其他专项付款单,人民币,18647.63,,--,2026-02-25,FSSC审核岗,应付成本组,审核员01,审核通过,2026-05-24 17:23:08,2026-05-24 17:24:02,2026-05-24 17:29:21,2026-05-24 18:39:02,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A15,示例集团·子公司戊,AP-2026-000808,应付发票,其他专项付款单,人民币,82919.09,,--,2026-02-25,FSSC审核岗,应付成本组,审核员01,审核通过,2026-05-24 17:23:08,2026-05-24 17:24:02,2026-05-24 17:31:07,2026-05-24 19:25:02,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A05,示例集团·戊公司,AP-2026-000809,应付发票,应付付款单（差旅费）,人民币,76522.1,,--,2026-01-13,FSSC审核岗,应付成本组,审核员01,审核通过,2026-01-28 09:22:43,2026-01-28 09:24:31,2026-01-28 09:23:49,2026-01-28 11:09:31,,--,,示例集团财务共享中心（本部）,应付付款单（差旅费）,非自动审批,1
A07,示例集团·庚公司,AP-2026-000810,通用报销单,应付付款单（差旅费）,人民币,1801.09,,--,2026-03-01,FSSC审核岗,应付成本组,审核员07,审核驳回,2026-03-11 08:10:10,2026-03-11 08:10:33,2026-03-11 08:16:16,--,,--,,示例集团财务共享中心（本部）,应付付款单（差旅费）,非自动审批,1
A07,示例集团·庚公司,AP-2026-000810,通用报销单,应付付款单（差旅费）,人民币,57335.57,,--,2026-03-01,FSSC审核岗,应付成本组,审核员07,审核驳回,2026-03-11 08:10:10,2026-03-11 08:10:33,2026-03-11 08:16:04,--,,--,,示例集团财务共享中心（本部）,应付付款单（差旅费）,非自动审批,1
A13,示例集团·子公司丙,AP-2026-000811,通用报销单,应付确认单（物料类）,人民币,70880.78,,--,2026-01-14,FSSC审核岗,应付成本组,审核员03,审核通过,2026-05-06 16:10:39,2026-05-06 16:12:23,2026-05-06 16:16:16,2026-05-06 19:39:23,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A13,示例集团·子公司丙,AP-2026-000811,通用报销单,应付确认单（物料类）,人民币,35233.84,,--,2026-01-14,FSSC审核岗,应付成本组,审核员03,审核通过,2026-05-06 16:10:39,2026-05-06 16:12:23,2026-05-06 16:15:38,2026-05-06 21:04:23,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A13,示例集团·子公司丙,AP-2026-000811,通用报销单,应付确认单（物料类）,人民币,9414.09,,--,2026-01-14,FSSC审核岗,应付成本组,审核员03,审核通过,2026-05-06 16:10:39,2026-05-06 16:12:23,2026-05-06 16:11:25,2026-05-06 20:02:23,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A02,示例集团·乙公司,AP-2026-000812,付款单,应付确认单（物料类）,人民币,9810.49,,--,2026-03-27,FSSC审核岗,应付成本组,审核员03,审核驳回,2026-02-01 20:01:23,2026-02-01 20:03:17,2026-02-01 20:08:36,--,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A02,示例集团·乙公司,AP-2026-000812,付款单,应付确认单（物料类）,人民币,122969.5,,--,2026-03-27,FSSC审核岗,应付成本组,审核员03,审核驳回,2026-02-01 20:01:23,2026-02-01 20:03:17,2026-02-01 20:09:19,--,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A02,示例集团·乙公司,AP-2026-000812,付款单,应付确认单（物料类）,人民币,173900.99,,--,2026-03-27,FSSC审核岗,应付成本组,审核员03,审核驳回,2026-02-01 20:01:23,2026-02-01 20:03:17,2026-02-01 20:09:32,--,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A02,示例集团·乙公司,AP-2026-000813,付款单,其他专项付款单,人民币,31977.46,,--,2026-04-08,FSSC审核岗,应付成本组,审核员03,审核通过,2026-04-04 15:30:21,2026-04-04 15:32:16,2026-04-04 15:39:29,2026-04-04 18:59:16,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A02,示例集团·乙公司,AP-2026-000813,付款单,其他专项付款单,人民币,102257.03,,--,2026-04-08,FSSC审核岗,应付成本组,审核员03,审核通过,2026-04-04 15:30:21,2026-04-04 15:32:16,2026-04-04 15:33:19,2026-04-04 19:13:16,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A02,示例集团·乙公司,AP-2026-000813,付款单,其他专项付款单,人民币,31536.93,,--,2026-04-08,FSSC审核岗,应付成本组,审核员03,审核通过,2026-04-04 15:30:21,2026-04-04 15:32:16,2026-04-04 15:32:49,2026-04-04 19:33:16,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A09,示例集团·壬公司,AP-2026-000815,应付发票,应付付款单（服务费）,人民币,18132.58,,--,2026-02-20,FSSC审核岗,应付成本组,审核员02,审核通过,2026-05-09 10:47:02,2026-05-09 10:47:45,2026-05-09 10:47:51,2026-05-09 14:48:45,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A09,示例集团·壬公司,AP-2026-000815,应付发票,应付付款单（服务费）,人民币,80845.54,,--,2026-02-20,FSSC审核岗,应付成本组,审核员02,审核通过,2026-05-09 10:47:02,2026-05-09 10:47:45,2026-05-09 10:49:35,2026-05-09 15:16:45,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
