来源系统,单据编号,单据日期,单据类型,交易类型,委托单位编码,委托单位,制单人编码,制单人,附件个数,影像张数,共享中心,共享服务类型,服务目录,任务属性,创建时间,入池时间,入组时间,任务类型,任务量系数,优先级,工作组,派单到人模式,派单到人规则,提取/派单时间,操作终端,处理人编码,处理人,处理时间,处理意见,处理意见标签化,作业状态,作业时长,修正作业时长,超期标记,超期时间,共享是否处理完成,共享处理次数,进入共享次数,页面审核时长,驳回类型,驳回模式,驳回接收环节,驳回接收人,驳出共享次数
财务会计,AP-2026-001232,2026-03-25,付款单,应付付款单（服务费）,A19,示例集团·子公司壬,MAK11,制单人11,,2,示例集团财务共享中心（本部）,财务共享,应付付款单（服务费）,通用审批类,2026-02-09 09:15:10,2026-02-09 09:15:17,2026-02-09 09:15:19,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-02-09 09:15:19,移动端,AUD04,审核员04,2026-02-09 12:30:19,同意,,审核通过,8分55秒,--,0,,是,1,1,255秒,,0,,,--
财务会计,AP-2026-001233,2026-01-28,应付发票,应付付款单（差旅费）,A10,示例集团·癸公司,MAK08,制单人08,,2,示例集团财务共享中心（本部）,财务共享,应付付款单（差旅费）,通用审批类,2026-04-10 18:45:50,2026-04-10 18:46:17,2026-04-10 18:47:05,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-04-10 18:47:05,PC端,AUD03,审核员03,2026-04-10 20:14:05,同意,,审核通过,3分15秒,--,0,,是,1,1,15秒,,0,,,--
财务会计,AP-2026-001234,2026-05-10,付款单,应付付款单（服务费）,A01,示例集团·甲公司,MAK05,制单人05,,5,示例集团财务共享中心（本部）,财务共享,应付付款单（服务费）,通用审批类,2026-05-05 19:39:14,2026-05-05 19:39:51,2026-05-05 19:39:58,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-05-05 19:39:58,PC端,AUD04,审核员04,2026-05-05 19:47:58,同意,,审核通过,7分8秒,--,0,,是,1,1,68秒,,0,,,--
财务会计,AP-2026-001235,2026-03-13,应付发票,应付付款单（服务费）,A02,示例集团·乙公司,MAK14,制单人14,,0,示例集团财务共享中心（本部）,财务共享,应付付款单（服务费）,通用审批类,2026-04-20 14:12:21,2026-04-20 14:12:59,2026-04-20 14:13:43,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-04-20 14:13:43,PC端,AUD03,审核员03,2026-04-20 16:54:43,同意,,审核通过,36分27秒,--,0,,是,1,1,50秒,,0,,,--
财务会计,AP-2026-001236,2026-05-09,应付发票,应付付款单（材料采购）,A15,示例集团·子公司戊,MAK10,制单人10,,8,示例集团财务共享中心（本部）,财务共享,应付付款单（材料采购）,通用审批类,2026-01-10 11:16:44,2026-01-10 11:17:05,2026-01-10 11:17:56,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-01-10 11:17:56,PC端,AUD07,审核员07,2026-01-10 12:57:56,同意,,审核通过,36分23秒,--,0,,是,1,1,34秒,,0,,,--
财务会计,AP-2026-001237,2026-06-27,付款单,其他专项付款单,A14,示例集团·子公司丁,MAK05,制单人05,,4,示例集团财务共享中心（本部）,财务共享,其他专项付款单,通用审批类,2026-04-22 19:08:02,2026-04-22 19:08:57,2026-04-22 19:09:29,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-04-22 19:09:29,PC端,AUD02,审核员02,2026-04-22 19:59:29,同意,,审核通过,27分13秒,--,0,,是,1,1,65秒,,0,,,--
费控服务,AP-2026-001238,2026-01-19,应付发票,应付付款单（差旅费）,A01,示例集团·甲公司,MAK04,制单人04,,5,示例集团财务共享中心（本部）,财务共享,应付付款单（差旅费）,通用审批类,2026-03-23 18:51:42,2026-03-23 18:52:08,2026-03-23 18:53:49,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-03-23 18:53:49,PC端,AUD04,审核员04,2026-03-23 21:12:49,同意,附件不完整,审核通过,10分36秒,--,0,,是,1,1,205秒,,0,,,1
财务会计,AP-2026-001239,2026-03-26,付款单,应付付款单（材料采购）,A10,示例集团·癸公司,MAK16,制单人16,,4,示例集团财务共享中心（本部）,财务共享,应付付款单（材料采购）,通用审批类,2026-01-22 15:28:56,2026-01-22 15:29:15,2026-01-22 15:29:24,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-01-22 15:29:24,移动端,AUD02,审核员02,2026-01-22 17:29:24,同意,,审核通过,14分53秒,--,0,,是,1,1,173秒,,0,,,--
财务会计,AP-2026-001240,2026-03-27,付款单,应付付款单（差旅费）,A01,示例集团·甲公司,MAK04,制单人04,,2,示例集团财务共享中心（本部）,财务共享,应付付款单（差旅费）,通用审批类,2026-01-06 16:39:17,2026-01-06 16:39:45,2026-01-06 16:40:36,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-01-06 16:40:36,PC端,AUD06,审核员06,2026-01-06 18:07:36,同意,,审核通过,13分12秒,--,0,,是,1,1,78秒,,0,,,--
财务会计,AP-2026-001241,2026-01-01,付款单,应付确认单（物料类）,A05,示例集团·戊公司,MAK03,制单人03,,4,示例集团财务共享中心（本部）,财务共享,应付确认单（物料类）,通用审批类,2026-01-11 14:36:06,2026-01-11 14:36:20,2026-01-11 14:36:47,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-01-11 14:36:47,PC端,AUD06,审核员06,2026-01-11 14:39:47,同意,,审核通过,27分29秒,--,0,,是,1,1,235秒,,0,,,--
费控服务,AP-2026-001242,2026-02-14,通用报销单,应付付款单（差旅费）,A01,示例集团·甲公司,MAK12,制单人12,,5,示例集团财务共享中心（本部）,财务共享,应付付款单（差旅费）,通用审批类,2026-02-27 08:28:54,2026-02-27 08:29:22,2026-02-27 08:29:41,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-02-27 08:29:41,PC端,AUD05,审核员05,2026-02-27 11:48:41,同意,,审核通过,16分57秒,--,0,,是,1,1,39秒,,0,,,--
财务会计,AP-2026-001243,2026-06-03,付款单,应付确认单（物料类）,A02,示例集团·乙公司,MAK11,制单人11,,4,示例集团财务共享中心（本部）,财务共享,应付确认单（物料类）,通用审批类,2026-06-24 17:35:49,2026-06-24 17:36:06,2026-06-24 17:37:51,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-06-24 17:37:51,PC端,AUD02,审核员02,2026-06-24 19:42:51,同意,附件信息不一致,审核通过,9分2秒,19分29秒,0,,是,1,1,44秒,,0,,,1
费控服务,AP-2026-001244,2026-05-26,通用报销单,应付付款单（服务费）,A16,示例集团·子公司己,MAK13,制单人13,,0,示例集团财务共享中心（本部）,财务共享,应付付款单（服务费）,通用审批类,2026-03-15 19:10:10,2026-03-15 19:10:53,2026-03-15 19:12:36,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-03-15 19:12:36,PC端,AUD06,审核员06,2026-03-15 19:46:36,同意,,审核通过,29分52秒,--,0,,是,1,1,221秒,,0,,,--
财务会计,AP-2026-001245,2026-05-15,应付发票,通用报销单（费用报销）,A15,示例集团·子公司戊,MAK05,制单人05,,2,示例集团财务共享中心（本部）,财务共享,通用报销单（费用报销）,通用审批类,2026-05-27 15:41:40,2026-05-27 15:42:25,2026-05-27 15:43:29,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-05-27 15:43:29,PC端,AUD07,审核员07,2026-05-27 17:06:29,同意,,审核通过,17分3秒,--,0,,是,1,1,207秒,,0,,,--
财务会计,AP-2026-001246,2026-02-15,应付发票,其他专项付款单,A04,示例集团·丁公司,MAK09,制单人09,,0,示例集团财务共享中心（本部）,财务共享,其他专项付款单,通用审批类,2026-06-16 18:09:21,2026-06-16 18:09:54,2026-06-16 18:11:46,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-06-16 18:11:46,PC端,AUD04,审核员04,2026-06-16 18:28:46,同意,,审核通过,38分50秒,--,0,,是,1,1,185秒,,0,,,--
财务会计,AP-2026-001247,2026-04-09,应付发票,通用报销单（费用报销）,A04,示例集团·丁公司,MAK13,制单人13,,2,示例集团财务共享中心（本部）,财务共享,通用报销单（费用报销）,通用审批类,2026-02-05 11:31:15,2026-02-05 11:31:56,2026-02-05 11:32:21,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-02-05 11:32:21,移动端,AUD02,审核员02,2026-02-05 13:28:21,同意,,审核通过,7分8秒,--,0,,是,1,1,53秒,,0,,,--
财务会计,AP-2026-001248,2026-03-17,通用报销单,通用报销单（费用报销）,A01,示例集团·甲公司,MAK01,制单人01,,1,示例集团财务共享中心（本部）,财务共享,通用报销单（费用报销）,通用审批类,2026-06-12 19:35:26,2026-06-12 19:36:18,2026-06-12 19:38:16,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-06-12 19:38:16,PC端,AUD04,审核员04,2026-06-12 22:49:16,同意,,审核通过,30分54秒,--,0,,是,1,1,35秒,,0,,,--
财务会计,AP-2026-001249,2026-01-26,应付发票,通用报销单（费用报销）,A13,示例集团·子公司丙,MAK08,制单人08,,5,示例集团财务共享中心（本部）,财务共享,通用报销单（费用报销）,通用审批类,2026-03-20 10:22:06,2026-03-20 10:22:44,2026-03-20 10:24:04,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-03-20 10:24:04,移动端,AUD05,审核员05,2026-03-20 13:03:04,同意,,审核通过,8分31秒,--,0,,是,1,1,62秒,,0,,,--
财务会计,AP-2026-001250,2026-04-13,通用报销单,应付付款单（服务费）,A02,示例集团·乙公司,MAK03,制单人03,,1,示例集团财务共享中心（本部）,财务共享,应付付款单（服务费）,通用审批类,2026-03-08 16:29:11,2026-03-08 16:29:22,2026-03-08 16:29:25,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-03-08 16:29:25,PC端,AUD04,审核员04,2026-03-08 18:02:25,同意,,审核通过,25分11秒,--,0,,是,1,1,202秒,,0,,,--
财务会计,AP-2026-001251,2026-01-21,付款单,应付付款单（材料采购）,A08,示例集团·辛公司,MAK11,制单人11,,4,示例集团财务共享中心（本部）,财务共享,应付付款单（材料采购）,通用审批类,2026-04-07 19:47:00,2026-04-07 19:47:45,2026-04-07 19:48:55,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-04-07 19:48:55,PC端,AUD02,审核员02,2026-04-07 20:39:55,同意,,审核通过,29分56秒,--,0,,是,1,1,19秒,,0,,,--
费控服务,AP-2026-001252,2026-04-20,通用报销单,应付确认单（物料类）,A03,示例集团·丙公司,MAK14,制单人14,,6,示例集团财务共享中心（本部）,财务共享,应付确认单（物料类）,通用审批类,2026-03-01 12:29:01,2026-03-01 12:29:53,2026-03-01 12:30:15,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-03-01 12:30:15,PC端,AUD04,审核员04,2026-03-01 12:33:15,同意,,审核通过,33分43秒,--,0,,是,1,1,188秒,,0,,,--
财务会计,AP-2026-001253,2026-06-26,付款单,应付付款单（材料采购）,A01,示例集团·甲公司,MAK13,制单人13,,5,示例集团财务共享中心（本部）,财务共享,应付付款单（材料采购）,通用审批类,2026-01-09 17:44:57,2026-01-09 17:45:09,2026-01-09 17:46:00,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-01-09 17:46:00,移动端,AUD03,审核员03,2026-01-09 19:36:00,同意,,审核通过,27分14秒,--,0,,是,1,1,147秒,,0,,,--
费控服务,AP-2026-001254,2026-03-26,付款单,应付付款单（服务费）,A02,示例集团·乙公司,MAK15,制单人15,,2,示例集团财务共享中心（本部）,财务共享,应付付款单（服务费）,通用审批类,2026-03-12 17:09:01,2026-03-12 17:09:28,2026-03-12 17:09:39,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-03-12 17:09:39,PC端,AUD04,审核员04,2026-03-12 18:52:39,同意,,审核通过,2分41秒,--,0,,是,1,1,198秒,,0,,,--
费控服务,AP-2026-001255,2026-04-10,应付发票,其他专项付款单,A06,示例集团·己公司,MAK15,制单人15,,6,示例集团财务共享中心（本部）,财务共享,其他专项付款单,通用审批类,2026-05-28 20:26:13,2026-05-28 20:26:16,2026-05-28 20:26:36,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-05-28 20:26:36,移动端,AUD02,审核员02,2026-05-28 22:58:36,同意,,审核通过,15分27秒,--,0,,是,1,1,135秒,,0,,,--
财务会计,AP-2026-001256,2026-06-14,通用报销单,应付付款单（材料采购）,A05,示例集团·戊公司,MAK12,制单人12,,4,示例集团财务共享中心（本部）,财务共享,应付付款单（材料采购）,通用审批类,2026-04-24 12:42:48,2026-04-24 12:43:00,2026-04-24 12:43:06,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-04-24 12:43:06,PC端,AUD02,审核员02,2026-04-24 14:34:06,同意,,审核通过,40分32秒,--,0,,是,1,1,23秒,,0,,,--
财务会计,AP-2026-001257,2026-02-07,通用报销单,其他专项付款单,A07,示例集团·庚公司,MAK09,制单人09,,3,示例集团财务共享中心（本部）,财务共享,其他专项付款单,通用审批类,2026-04-21 16:48:54,2026-04-21 16:48:57,2026-04-21 16:49:03,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-04-21 16:49:03,PC端,AUD01,审核员01,2026-04-21 17:59:03,同意,,审核通过,11分4秒,--,0,,是,1,1,52秒,,0,,,--
财务会计,AP-2026-001258,2026-04-06,通用报销单,其他专项付款单,A02,示例集团·乙公司,MAK03,制单人03,,6,示例集团财务共享中心（本部）,财务共享,其他专项付款单,通用审批类,2026-06-24 12:32:42,2026-06-24 12:33:41,2026-06-24 12:35:35,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-06-24 12:35:35,PC端,AUD07,审核员07,2026-06-24 13:04:35,同意,,审核通过,35分26秒,--,0,,是,1,1,284秒,,0,,,--
财务会计,AP-2026-001259,2026-02-04,付款单,其他专项付款单,A05,示例集团·戊公司,MAK07,制单人07,,2,示例集团财务共享中心（本部）,财务共享,其他专项付款单,通用审批类,2026-01-17 13:16:35,2026-01-17 13:17:10,2026-01-17 13:17:18,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-01-17 13:17:18,移动端,AUD07,审核员07,2026-01-17 14:57:18,同意,,审核通过,1分2秒,--,0,,是,1,1,208秒,,0,,,--
财务会计,AP-2026-001260,2026-06-16,付款单,应付付款单（材料采购）,A02,示例集团·乙公司,MAK15,制单人15,,6,示例集团财务共享中心（本部）,财务共享,应付付款单（材料采购）,通用审批类,2026-06-16 11:53:20,2026-06-16 11:53:54,2026-06-16 11:54:36,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-06-16 11:54:36,PC端,AUD07,审核员07,2026-06-16 15:13:36,同意,,审核通过,19分55秒,--,0,,是,1,1,214秒,,0,,,--
财务会计,AP-2026-001261,2026-01-14,通用报销单,应付付款单（材料采购）,A09,示例集团·壬公司,MAK13,制单人13,,2,示例集团财务共享中心（本部）,财务共享,应付付款单（材料采购）,通用审批类,2026-06-10 18:11:07,2026-06-10 18:11:47,2026-06-10 18:12:06,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-06-10 18:12:06,PC端,AUD01,审核员01,2026-06-10 21:16:06,同意,,审核通过,5分12秒,--,0,,是,1,1,103秒,,0,,,--
财务会计,AP-2026-001262,2026-06-06,通用报销单,其他专项付款单,A01,示例集团·甲公司,MAK12,制单人12,,1,示例集团财务共享中心（本部）,财务共享,其他专项付款单,通用审批类,2026-04-07 20:07:18,2026-04-07 20:08:05,2026-04-07 20:09:08,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-04-07 20:09:08,移动端,AUD01,审核员01,2026-04-07 22:20:08,同意,,审核通过,6分30秒,--,0,,是,1,1,238秒,,0,,,--
费控服务,AP-2026-001263,2026-04-20,应付发票,应付付款单（材料采购）,A02,示例集团·乙公司,MAK13,制单人13,,0,示例集团财务共享中心（本部）,财务共享,应付付款单（材料采购）,通用审批类,2026-01-23 16:06:41,2026-01-23 16:06:52,2026-01-23 16:07:58,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-01-23 16:07:58,PC端,AUD05,审核员05,2026-01-23 19:06:58,同意,,审核通过,4分14秒,--,0,,是,1,1,231秒,,0,,,--
费控服务,AP-2026-001264,2026-03-06,付款单,应付付款单（差旅费）,A04,示例集团·丁公司,MAK01,制单人01,,3,示例集团财务共享中心（本部）,财务共享,应付付款单（差旅费）,通用审批类,2026-02-01 13:59:12,2026-02-01 14:00:00,2026-02-01 14:00:21,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-02-01 14:00:21,移动端,AUD05,审核员05,2026-02-01 16:19:21,同意,,审核通过,7分0秒,--,0,,是,1,1,174秒,,0,,,--
财务会计,AP-2026-001265,2026-02-08,付款单,其他专项付款单,A07,示例集团·庚公司,MAK06,制单人06,,2,示例集团财务共享中心（本部）,财务共享,其他专项付款单,通用审批类,2026-05-18 19:00:59,2026-05-18 19:01:22,2026-05-18 19:02:33,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-05-18 19:02:33,PC端,AUD02,审核员02,2026-05-18 21:59:33,同意,,审核通过,37分49秒,--,0,,是,1,1,41秒,,0,,,--
财务会计,AP-2026-001266,2026-01-06,付款单,应付付款单（差旅费）,A01,示例集团·甲公司,MAK07,制单人07,,6,示例集团财务共享中心（本部）,财务共享,应付付款单（差旅费）,通用审批类,2026-06-08 11:11:54,2026-06-08 11:12:30,2026-06-08 11:14:24,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-06-08 11:14:24,PC端,AUD05,审核员05,2026-06-08 12:07:24,同意,,审核通过,14分13秒,--,0,,是,1,1,257秒,,0,,,--
费控服务,AP-2026-001267,2026-05-21,通用报销单,应付付款单（材料采购）,A04,示例集团·丁公司,MAK12,制单人12,,6,示例集团财务共享中心（本部）,财务共享,应付付款单（材料采购）,通用审批类,2026-02-18 20:48:52,2026-02-18 20:49:42,2026-02-18 20:50:34,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-02-18 20:50:34,移动端,AUD04,审核员04,2026-02-18 21:36:34,同意,,审核通过,36分19秒,--,0,,是,1,1,65秒,,0,,,--
财务会计,AP-2026-001268,2026-01-17,应付发票,应付确认单（物料类）,A01,示例集团·甲公司,MAK02,制单人02,,3,示例集团财务共享中心（本部）,财务共享,应付确认单（物料类）,通用审批类,2026-06-08 19:38:09,2026-06-08 19:38:16,2026-06-08 19:39:43,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-06-08 19:39:43,PC端,AUD02,审核员02,2026-06-08 21:58:43,同意,,审核通过,23分57秒,--,0,,是,1,1,105秒,,0,,,--
